device,date,hour,power,current,voltage,energy,isOn
bulb,11/20/2025,4,34.61,6.47,5.13,0.00834,True
bulb,11/20/2025,5,40.91,6.21,5.27,0.0044,True
bulb,11/20/2025,6,33.91,6.34,5.04,0.01241,True
bulb,11/20/2025,7,39.22,6.0,6.75,0.00667,True
bulb,11/20/2025,8,32.53,6.43,6.37,0.01226,True
bulb,11/20/2025,9,37.23,6.41,7.01,0.01019,True
bulb,11/20/2025,10,37.02,6.14,6.46,0.01351,True
bulb,11/20/2025,11,36.72,6.32,7.42,0.00566,True
bulb,11/20/2025,12,36.88,6.58,5.69,0.00528,True
bulb,11/20/2025,13,37.53,6.02,6.65,0.014,True
bulb,11/20/2025,14,33.24,6.62,6.86,0.00449,True
bulb,11/20/2025,15,37.15,6.84,7.6,0.01254,True
bulb,11/20/2025,16,40.98,6.54,6.38,0.00722,True
bulb,11/20/2025,17,33.91,6.61,8.21,0.00756,True
bulb,11/20/2025,18,38.03,6.63,7.91,0.00844,True
bulb,11/20/2025,19,33.26,6.23,7.9,0.01387,True
bulb,11/20/2025,20,36.63,6.8,5.8,0.00743,True
bulb,11/20/2025,21,35.61,6.79,8.22,0.01102,True
bulb,11/20/2025,22,40.13,6.58,8.59,0.00763,True
bulb,11/20/2025,23,40.5,5.98,8.29,0.01204,True
bulb,11/19/2025,0,41.91,6.15,5.69,0.00748,True
bulb,11/19/2025,1,42.22,6.19,7.27,0.00625,True
bulb,11/19/2025,2,40.68,6.4,6.3,0.00423,True
bulb,11/19/2025,3,38.36,6.4,5.56,0.00678,True
bulb,11/19/2025,4,34.94,6.22,6.42,0.0111,True
bulb,11/19/2025,5,33.6,6.11,6.26,0.00625,True
bulb,11/19/2025,6,36.75,6.88,6.78,0.01359,True
bulb,11/19/2025,7,38.62,6.28,7.95,0.01051,True
bulb,11/19/2025,8,40.22,6.38,5.92,0.00905,True
bulb,11/19/2025,9,32.41,6.66,8.35,0.01203,True
bulb,11/19/2025,10,36.48,5.97,7.17,0.01214,True
bulb,11/19/2025,11,41.55,6.19,7.12,0.01055,True
bulb,11/19/2025,12,40.07,6.39,5.92,0.01175,True
bulb,11/19/2025,13,40.17,6.85,5.26,0.00879,True
bulb,11/19/2025,14,39.15,6.12,8.34,0.00508,True
bulb,11/19/2025,15,41.21,6.21,5.46,0.00728,True
bulb,11/19/2025,16,38.05,6.14,7.53,0.01304,True
bulb,11/19/2025,17,36.08,6.35,6.14,0.00624,True
bulb,11/19/2025,18,41.44,6.83,5.84,0.00787,True
bulb,11/19/2025,19,37.31,6.33,6.1,0.00856,True
bulb,11/19/2025,20,37.55,6.24,5.47,0.006,True
bulb,11/19/2025,21,34.63,6.4,6.3,0.00771,True
bulb,11/19/2025,22,37.59,6.1,6.04,0.00873,True
bulb,11/19/2025,23,33.14,6.57,6.78,0.00437,True
bulb,11/18/2025,0,32.48,6.07,6.78,0.00557,True
bulb,11/18/2025,1,33.12,6.71,6.51,0.01399,True
bulb,11/18/2025,2,33.65,6.68,8.09,0.0121,True
bulb,11/18/2025,3,41.25,6.21,8.32,0.00936,True
bulb,11/18/2025,4,41.79,5.92,5.82,0.01211,True
bulb,11/18/2025,5,37.96,6.04,8.78,0.00585,True
bulb,11/18/2025,6,40.93,6.59,7.89,0.01054,True
bulb,11/18/2025,7,34.48,6.63,7.36,0.00834,True
bulb,11/18/2025,8,35.32,6.48,6.58,0.01322,True
bulb,11/18/2025,9,34.32,6.3,7.09,0.00768,True
bulb,11/18/2025,10,39.31,6.08,7.25,0.01045,True
bulb,11/18/2025,11,41.54,6.63,7.53,0.01325,True
bulb,11/18/2025,12,40.95,6.71,5.42,0.01307,True
bulb,11/18/2025,13,32.62,6.58,6.65,0.01029,True
bulb,11/18/2025,14,39.34,6.55,7.46,0.01071,True
bulb,11/18/2025,15,37.73,6.28,7.27,0.00663,True
bulb,11/18/2025,16,35.16,6.15,6.43,0.00628,True
bulb,11/18/2025,17,39.9,6.56,6.65,0.00815,True
bulb,11/18/2025,18,35.95,6.74,6.31,0.00918,True
bulb,11/18/2025,19,41.95,6.52,6.47,0.01318,True
bulb,11/18/2025,20,32.43,6.53,8.72,0.00474,True
bulb,11/18/2025,21,38.98,6.53,7.84,0.01336,True
bulb,11/18/2025,22,38.99,5.91,7.18,0.00482,True
bulb,11/18/2025,23,32.44,6.43,7.19,0.00808,True
bulb,11/17/2025,0,36.12,6.82,8.0,0.01285,True
bulb,11/17/2025,1,37.05,6.52,5.64,0.01213,True
bulb,11/17/2025,2,41.63,6.24,7.05,0.00819,True
bulb,11/17/2025,3,37.13,6.43,6.72,0.01041,True
bulb,11/17/2025,4,32.64,6.67,6.92,0.00553,True
bulb,11/17/2025,5,33.97,6.66,7.37,0.0092,True
bulb,11/17/2025,6,40.46,6.67,8.45,0.01087,True
bulb,11/17/2025,7,37.35,6.45,7.53,0.00503,True
bulb,11/17/2025,8,40.83,6.57,6.94,0.0086,True
bulb,11/17/2025,9,33.8,6.15,8.79,0.00489,True
bulb,11/17/2025,10,34.36,6.42,6.07,0.01232,True
bulb,11/17/2025,11,41.91,6.58,6.48,0.00864,True
bulb,11/17/2025,12,37.52,6.51,5.72,0.0041,True
bulb,11/17/2025,13,35.14,6.59,5.64,0.00463,True
bulb,11/17/2025,14,33.07,6.12,7.92,0.00675,True
bulb,11/17/2025,15,39.7,6.1,5.41,0.01205,True
bulb,11/17/2025,16,39.72,6.0,7.69,0.00754,True
bulb,11/17/2025,17,40.15,6.61,7.45,0.00947,True
bulb,11/17/2025,18,40.72,6.2,6.55,0.01084,True
bulb,11/17/2025,19,35.48,6.29,8.39,0.00736,True
bulb,11/17/2025,20,37.42,6.75,5.72,0.01158,True
bulb,11/17/2025,21,37.42,6.84,7.34,0.00511,True
bulb,11/17/2025,22,35.22,6.04,7.02,0.01111,True
bulb,11/17/2025,23,38.29,6.09,7.51,0.00957,True
bulb,11/16/2025,0,41.53,6.14,5.79,0.00437,True
bulb,11/16/2025,1,37.53,5.93,7.29,0.01177,True
bulb,11/16/2025,2,39.11,5.95,8.88,0.00406,True
bulb,11/16/2025,3,36.08,6.11,7.46,0.00549,True
bulb,11/16/2025,4,35.01,6.27,5.4,0.00959,True
bulb,11/16/2025,5,33.05,6.17,5.48,0.00903,True
bulb,11/16/2025,6,36.11,5.99,5.15,0.01217,True
bulb,11/16/2025,7,39.37,5.91,8.15,0.00875,True
bulb,11/16/2025,8,41.15,6.47,8.34,0.0047,True
bulb,11/16/2025,9,36.11,5.97,7.81,0.00574,True
bulb,11/16/2025,10,35.11,6.65,7.33,0.00866,True
bulb,11/16/2025,11,36.68,6.09,5.3,0.01245,True
bulb,11/16/2025,12,32.46,6.65,5.57,0.00906,True
bulb,11/16/2025,13,33.04,6.19,7.73,0.01345,True
bulb,11/16/2025,14,39.7,6.25,7.92,0.01194,True
bulb,11/16/2025,15,40.42,6.81,8.84,0.00412,True
bulb,11/16/2025,16,40.79,6.08,6.82,0.00622,True
bulb,11/16/2025,17,41.2,6.45,8.35,0.00485,True
bulb,11/16/2025,18,37.94,5.94,5.19,0.01177,True
bulb,11/16/2025,19,41.65,6.34,7.73,0.00558,True
bulb,11/16/2025,20,33.15,6.4,5.71,0.00981,True
bulb,11/16/2025,21,32.57,6.17,5.93,0.0091,True
bulb,11/16/2025,22,32.95,6.83,7.25,0.00905,True
bulb,11/16/2025,23,32.83,6.03,5.21,0.00818,True
bulb,11/15/2025,0,38.07,6.61,8.41,0.01179,True
bulb,11/15/2025,1,36.19,5.94,6.65,0.00673,True
bulb,11/15/2025,2,36.63,6.62,4.98,0.0057,True
bulb,11/15/2025,3,34.42,6.79,6.93,0.00554,True
bulb,11/15/2025,4,37.64,5.91,7.44,0.01011,True
bulb,11/15/2025,5,35.47,6.19,8.13,0.00918,True
bulb,11/15/2025,6,37.0,6.89,7.34,0.00973,True
bulb,11/15/2025,7,37.33,6.68,6.43,0.00612,True
bulb,11/15/2025,8,40.83,5.96,8.37,0.01372,True
bulb,11/15/2025,9,34.3,6.05,5.5,0.00698,True
bulb,11/15/2025,10,36.64,6.01,7.61,0.0085,True
bulb,11/15/2025,11,39.24,6.81,8.56,0.00862,True
bulb,11/15/2025,12,33.9,6.68,7.51,0.00897,True
bulb,11/15/2025,13,42.05,6.32,5.6,0.00792,True
bulb,11/15/2025,14,36.98,6.42,8.13,0.0042,True
bulb,11/15/2025,15,39.73,6.84,8.52,0.00486,True
bulb,11/15/2025,16,32.35,6.3,7.37,0.00715,True
bulb,11/15/2025,17,39.31,6.66,6.61,0.00423,True
bulb,11/15/2025,18,34.44,6.15,6.75,0.00524,True
bulb,11/15/2025,19,37.17,6.14,7.75,0.00605,True
bulb,11/15/2025,20,39.58,6.4,8.95,0.0053,True
bulb,11/15/2025,21,35.04,6.56,6.42,0.01277,True
bulb,11/15/2025,22,41.16,6.2,8.03,0.01112,True
bulb,11/15/2025,23,38.0,6.02,6.39,0.00438,True
bulb,11/14/2025,0,36.28,6.78,8.69,0.00845,True
bulb,11/14/2025,1,42.03,6.47,7.65,0.01008,True
bulb,11/14/2025,2,34.09,6.78,7.39,0.01183,True
bulb,11/14/2025,3,37.38,5.97,6.36,0.01337,True
bulb,11/14/2025,4,37.17,6.88,6.46,0.01206,True
bulb,11/14/2025,5,38.7,5.91,8.23,0.0063,True
bulb,11/14/2025,6,38.27,5.94,6.3,0.0117,True
bulb,11/14/2025,7,34.48,6.12,5.62,0.00521,True
bulb,11/14/2025,8,40.2,6.81,8.73,0.00933,True
bulb,11/14/2025,9,38.21,6.41,8.93,0.00561,True
bulb,11/14/2025,10,34.61,6.84,8.5,0.00481,True
bulb,11/14/2025,11,33.31,6.76,7.27,0.01039,True
bulb,11/14/2025,12,41.84,5.92,6.41,0.01004,True
bulb,11/14/2025,13,38.01,6.82,5.77,0.00451,True
bulb,11/14/2025,14,40.24,6.16,8.23,0.00943,True
bulb,11/14/2025,15,40.84,6.33,8.85,0.0062,True
bulb,11/14/2025,16,32.78,6.88,5.09,0.0136,True
bulb,11/14/2025,17,41.39,5.94,5.18,0.01023,True
bulb,11/14/2025,18,33.69,6.79,7.7,0.01347,True
bulb,11/14/2025,19,41.17,6.25,8.59,0.0125,True
bulb,11/14/2025,20,35.49,6.19,6.16,0.00802,True
bulb,11/14/2025,21,41.58,6.69,8.77,0.01044,True
bulb,11/14/2025,22,41.97,6.84,6.51,0.00617,True
bulb,11/14/2025,23,36.38,6.62,5.84,0.0047,True
bulb,11/13/2025,0,40.29,6.74,7.22,0.014,True
bulb,11/13/2025,1,32.71,6.83,7.6,0.00677,True
bulb,11/13/2025,2,32.44,6.64,8.45,0.01389,True
bulb,11/13/2025,3,32.42,6.51,8.46,0.01254,True
bulb,11/13/2025,4,38.78,6.46,8.89,0.00866,True
bulb,11/13/2025,5,38.78,6.27,5.87,0.013,True
bulb,11/13/2025,6,38.04,5.95,7.31,0.00884,True
bulb,11/13/2025,7,40.14,6.09,5.71,0.00585,True
bulb,11/13/2025,8,40.64,6.07,6.35,0.0061,True
bulb,11/13/2025,9,35.83,6.45,6.58,0.01383,True
bulb,11/13/2025,10,41.61,6.04,8.71,0.01185,True
bulb,11/13/2025,11,35.11,6.4,6.48,0.0111,True
bulb,11/13/2025,12,32.39,5.89,6.66,0.00783,True
bulb,11/13/2025,13,38.47,6.47,6.83,0.00507,True
bulb,11/13/2025,14,32.94,6.03,7.73,0.00637,True
bulb,11/13/2025,15,41.68,6.41,7.79,0.00719,True
bulb,11/13/2025,16,36.24,6.75,6.3,0.01065,True
bulb,11/13/2025,17,39.16,6.57,5.62,0.00612,True
bulb,11/13/2025,18,42.22,6.06,6.5,0.00534,True
bulb,11/13/2025,19,34.3,6.59,8.15,0.00602,True
bulb,11/13/2025,20,37.32,6.65,6.19,0.01183,True
bulb,11/13/2025,21,41.57,6.57,5.35,0.00621,True
bulb,11/13/2025,22,41.7,6.69,5.33,0.00468,True
bulb,11/13/2025,23,35.07,6.19,5.08,0.00642,True
bulb,11/12/2025,0,33.23,6.84,5.22,0.01068,True
bulb,11/12/2025,1,35.3,6.59,5.95,0.01152,True
bulb,11/12/2025,2,33.12,6.81,8.87,0.00486,True
bulb,11/12/2025,3,36.23,6.47,5.45,0.00509,True
bulb,11/12/2025,4,40.26,6.52,6.66,0.01352,True
bulb,11/12/2025,5,35.36,6.39,7.61,0.00875,True
bulb,11/12/2025,6,34.63,6.69,6.91,0.00466,True
bulb,11/12/2025,7,35.65,6.47,8.06,0.01127,True
bulb,11/12/2025,8,35.07,6.66,5.2,0.01298,True
bulb,11/12/2025,9,39.71,5.95,6.84,0.00723,True
bulb,11/12/2025,10,34.94,6.8,5.73,0.00427,True
bulb,11/12/2025,11,39.77,6.55,5.32,0.00997,True
bulb,11/12/2025,12,38.07,5.97,8.41,0.00493,True
bulb,11/12/2025,13,39.18,6.43,8.51,0.01144,True
bulb,11/12/2025,14,42.1,6.39,7.88,0.01327,True
bulb,11/12/2025,15,42.26,6.61,6.71,0.0084,True
bulb,11/12/2025,16,42.14,6.4,8.71,0.00503,True
bulb,11/12/2025,17,40.97,6.46,7.71,0.00824,True
bulb,11/12/2025,18,41.16,6.32,6.7,0.00763,True
bulb,11/12/2025,19,41.97,6.39,8.67,0.01222,True
bulb,11/12/2025,20,34.36,6.24,8.34,0.01394,True
bulb,11/12/2025,21,33.22,6.78,7.71,0.0139,True
bulb,11/12/2025,22,37.38,6.52,6.94,0.00786,True
bulb,11/12/2025,23,35.68,6.54,6.68,0.00915,True
bulb,11/11/2025,0,41.7,6.15,7.87,0.00671,True
bulb,11/11/2025,1,36.72,6.15,7.73,0.01223,True
bulb,11/11/2025,2,35.14,6.47,8.27,0.00755,True
bulb,11/11/2025,3,35.4,6.83,6.53,0.0049,True
bulb,11/11/2025,4,40.22,6.86,7.74,0.01098,True
bulb,11/11/2025,5,37.95,6.37,6.97,0.01034,True
bulb,11/11/2025,6,36.96,6.14,6.35,0.01331,True
bulb,11/11/2025,7,39.21,6.31,6.91,0.00529,True
bulb,11/11/2025,8,37.42,6.77,5.44,0.00437,True
bulb,11/11/2025,9,35.01,6.16,7.46,0.00512,True
bulb,11/11/2025,10,38.9,6.28,8.04,0.01077,True
bulb,11/11/2025,11,34.0,6.32,7.15,0.00435,True
bulb,11/11/2025,12,38.44,6.48,8.25,0.01292,True
bulb,11/11/2025,13,41.32,6.54,7.28,0.01205,True
bulb,11/11/2025,14,35.99,6.07,6.91,0.01156,True
bulb,11/11/2025,15,35.24,6.49,7.4,0.01033,True
bulb,11/11/2025,16,37.82,6.62,6.16,0.00634,True
bulb,11/11/2025,17,40.0,6.27,6.65,0.00928,True
bulb,11/11/2025,18,35.24,6.14,8.79,0.00459,True
bulb,11/11/2025,19,35.03,6.09,7.7,0.01291,True
bulb,11/11/2025,20,39.46,6.16,8.06,0.01286,True
bulb,11/11/2025,21,36.84,6.62,6.53,0.0067,True
bulb,11/11/2025,22,36.61,6.04,8.57,0.00475,True
bulb,11/11/2025,23,36.43,6.51,5.5,0.00476,True
bulb,11/10/2025,0,33.99,6.24,7.21,0.01207,True
bulb,11/10/2025,1,37.85,6.42,8.89,0.00876,True
bulb,11/10/2025,2,35.91,6.01,8.48,0.01034,True
bulb,11/10/2025,3,42.27,6.37,6.61,0.00705,True
bulb,11/10/2025,4,35.65,6.44,8.41,0.00712,True
bulb,11/10/2025,5,39.98,6.79,7.98,0.01006,True
bulb,11/10/2025,6,35.58,6.35,8.36,0.00485,True
bulb,11/10/2025,7,32.7,5.9,6.61,0.00836,True
bulb,11/10/2025,8,41.48,6.39,5.55,0.00869,True
bulb,11/10/2025,9,35.36,6.4,6.87,0.00585,True
bulb,11/10/2025,10,40.77,6.04,5.58,0.00658,True
bulb,11/10/2025,11,34.44,6.23,5.0,0.01037,True
bulb,11/10/2025,12,38.04,6.04,8.01,0.00634,True
bulb,11/10/2025,13,39.19,6.64,5.57,0.00951,True
bulb,11/10/2025,14,40.17,6.42,5.29,0.00507,True
bulb,11/10/2025,15,34.84,6.4,5.64,0.00542,True
bulb,11/10/2025,16,40.08,6.19,7.17,0.01328,True
bulb,11/10/2025,17,37.27,6.61,5.6,0.00578,True
bulb,11/10/2025,18,37.05,6.09,5.97,0.01027,True
bulb,11/10/2025,19,37.17,6.36,5.47,0.00422,True
bulb,11/10/2025,20,35.87,5.98,6.57,0.01211,True
bulb,11/10/2025,21,34.16,6.56,6.8,0.0041,True
bulb,11/10/2025,22,41.22,6.23,8.22,0.0063,True
bulb,11/10/2025,23,36.14,6.05,5.53,0.009,True
bulb,11/9/2025,0,42.08,6.8,8.91,0.00662,True
bulb,11/9/2025,1,33.21,6.04,7.96,0.01068,True
bulb,11/9/2025,2,42.15,6.67,7.96,0.00982,True
bulb,11/9/2025,3,37.34,6.67,7.88,0.00919,True
bulb,11/9/2025,4,39.18,6.3,7.77,0.00449,True
bulb,11/9/2025,5,38.78,5.94,7.95,0.00956,True
bulb,11/9/2025,6,36.63,6.0,6.64,0.00734,True
bulb,11/9/2025,7,33.11,5.98,5.81,0.00459,True
bulb,11/9/2025,8,38.23,6.36,6.52,0.01029,True
bulb,11/9/2025,9,38.77,6.24,6.88,0.01234,True
bulb,11/9/2025,10,33.7,6.33,7.77,0.01085,True
bulb,11/9/2025,11,34.89,5.99,7.15,0.00933,True
bulb,11/9/2025,12,35.68,6.83,5.19,0.00681,True
bulb,11/9/2025,13,35.92,5.91,5.49,0.01187,True
bulb,11/9/2025,14,35.83,6.06,4.98,0.00406,True
bulb,11/9/2025,15,38.83,6.55,8.11,0.00479,True
bulb,11/9/2025,16,42.09,6.34,8.73,0.0081,True
bulb,11/9/2025,17,41.92,6.1,6.02,0.01348,True
bulb,11/9/2025,18,33.26,6.01,6.36,0.00711,True
bulb,11/9/2025,19,33.37,6.33,5.38,0.01138,True
bulb,11/9/2025,20,34.46,6.84,7.9,0.01135,True
bulb,11/9/2025,21,41.35,6.2,7.3,0.01238,True
bulb,11/9/2025,22,33.47,6.6,6.09,0.01228,True
bulb,11/9/2025,23,33.44,6.84,5.96,0.00502,True
fan,12/8/2025,0,0.3,0.15,0.85,0.00974,True
fan,12/8/2025,1,4.87,0.4,1.21,0.00958,True
fan,12/8/2025,2,0.55,0.38,1.81,0.00458,True
fan,12/8/2025,3,2.75,0.16,0.94,0.00926,True
fan,12/8/2025,4,4.49,0.25,0.61,0.00621,True
fan,12/8/2025,5,2.9,0.42,0.59,0.00172,True
fan,12/8/2025,6,1.06,0.19,0.14,0.00947,True
fan,12/8/2025,7,0.44,0.33,0.17,0.00175,True
fan,12/8/2025,8,2.58,0.03,0.95,0.00524,True
fan,12/8/2025,9,0.14,0.15,1.05,0.00459,True
fan,12/8/2025,10,3.78,0.05,0.8,0.0048,True
fan,12/8/2025,11,0.06,0.5,0.6,0.00986,True
fan,12/8/2025,12,0.4,0.01,1.1,0.00416,True
fan,12/8/2025,13,2.76,0.02,1.38,0.00878,True
fan,12/8/2025,14,4.99,0.11,0.34,0.0085,True
fan,12/8/2025,15,0.98,0.12,1.26,0.00049,True
fan,12/8/2025,16,1.18,0.33,0.53,0.00845,True
fan,12/8/2025,17,2.63,0.3,1.6,0.00822,True
fan,12/8/2025,18,3.24,0.23,1.54,0.0041,True
fan,12/8/2025,19,4.64,0.03,0.52,0.00462,True
fan,12/8/2025,20,3.27,0.13,1.81,0.0046,True
fan,12/8/2025,21,2.36,0.28,0.63,0.00355,True
fan,12/8/2025,22,0.47,0.26,1.63,0.00026,True
fan,12/8/2025,23,2.32,0.28,1.74,0.00653,True
fan,12/7/2025,0,4.21,0.49,0.91,0.00474,True
fan,12/7/2025,1,4.93,0.34,1.03,0.00024,True
fan,12/7/2025,2,2.63,0.13,1.25,0.00623,True
fan,12/7/2025,3,4.46,0.16,1.52,0.00584,True
fan,12/7/2025,4,2.26,0.2,0.44,0.00042,True
fan,12/7/2025,5,4.97,0.13,1.2,0.00898,True
fan,12/7/2025,6,1.98,0.43,0.98,0.00821,True
fan,12/7/2025,7,1.1,0.45,1.65,0.00966,True
fan,12/7/2025,8,3.56,0.06,0.9,0.00939,True
fan,12/7/2025,9,3.02,0.11,1.91,0.00897,True
fan,12/7/2025,10,0.98,0.36,1.48,0.0093,True
fan,12/7/2025,11,1.28,0.13,1.56,0.00604,True
fan,12/7/2025,12,0.96,0.11,0.02,0.00648,True
fan,12/7/2025,13,1.15,0.44,0.69,0.00261,True
fan,12/7/2025,14,1.23,0.1,0.68,0.0061,True
fan,12/7/2025,15,1.87,0.35,1.67,0.00568,True
fan,12/7/2025,16,0.78,0.43,0.54,0.00226,True
fan,12/7/2025,17,4.82,0.16,0.83,0.0071,True
fan,12/7/2025,18,0.68,0.26,0.09,0.00911,True
fan,12/7/2025,19,4.33,0.31,0.33,0.00042,True
fan,12/7/2025,20,3.17,0.2,1.17,0.00435,True
fan,12/7/2025,21,4.72,0.33,1.38,0.00613,True
fan,12/7/2025,22,1.84,0.14,0.84,0.00863,True
fan,12/7/2025,23,4.37,0.2,0.4,0.00372,True
fan,12/6/2025,0,4.8,0.1,0.27,0.00733,True
fan,12/6/2025,1,2.48,0.44,0.02,0.00335,True
fan,12/6/2025,2,0.76,0.03,0.38,0.00645,True
fan,12/6/2025,3,2.58,0.03,0.2,0.00729,True
fan,12/6/2025,4,4.7,0.17,0.72,0.0023,True
fan,12/6/2025,5,0.66,0.42,0.46,0.00301,True
fan,12/6/2025,6,2.37,0.29,0.25,0.00625,True
fan,12/6/2025,7,3.16,0.15,1.03,0.00292,True
fan,12/6/2025,8,3.38,0.5,0.4,0.00167,True
fan,12/6/2025,9,0.5,0.48,0.91,0.0028,True
fan,12/6/2025,10,0.22,0.16,0.46,0.00567,True
fan,12/6/2025,11,1.41,0.08,0.37,0.00022,True
fan,12/6/2025,12,3.61,0.37,0.94,0.00848,True
fan,12/6/2025,13,3.38,0.44,0.82,0.00139,True
fan,12/6/2025,14,0.25,0.28,0.88,0.00089,True
fan,12/6/2025,15,0.88,0.02,0.95,0.0027,True
fan,12/6/2025,16,3.36,0.22,0.17,0.00501,True
fan,12/6/2025,17,2.69,0.17,0.25,0.00513,True
fan,12/6/2025,18,4.13,0.28,1.62,0.00878,True
fan,12/6/2025,19,3.81,0.23,0.35,0.00894,True
fan,12/6/2025,20,3.65,0.24,0.44,0.00939,True
fan,12/6/2025,21,3.72,0.26,0.66,0.00259,True
fan,12/6/2025,22,3.02,0.25,0.6,5e-05,True
fan,12/6/2025,23,4.65,0.11,0.16,0.00911,True
fan,12/5/2025,0,3.3,0.41,1.75,0.00696,True
fan,12/5/2025,1,1.7,0.3,0.09,0.00494,True
fan,12/5/2025,2,4.02,0.2,1.21,0.00174,True
fan,12/5/2025,3,2.51,0.21,0.96,0.00116,True
fan,12/5/2025,4,0.02,0.44,0.14,0.00813,True
fan,12/5/2025,5,4.72,0.28,0.39,0.00048,True
fan,12/5/2025,6,4.75,0.13,1.84,0.00066,True
fan,12/5/2025,7,4.49,0.31,0.38,0.00114,True
fan,12/5/2025,8,3.05,0.26,0.31,0.00073,True
fan,12/5/2025,9,2.75,0.23,0.42,0.00158,True
fan,12/5/2025,10,1.83,0.24,0.26,0.00821,True
fan,12/5/2025,11,4.82,0.23,1.6,0.00854,True
fan,12/5/2025,12,1.59,0.01,1.88,0.00797,True
fan,12/5/2025,13,2.42,0.39,1.43,0.00747,True
fan,12/5/2025,14,3.45,0.32,1.54,0.00168,True
fan,12/5/2025,15,4.57,0.17,1.12,0.00603,True
fan,12/5/2025,16,0.26,0.12,1.98,0.00578,True
fan,12/5/2025,17,0.23,0.28,1.82,0.00975,True
fan,12/5/2025,18,4.96,0.41,0.24,0.00197,True
fan,12/5/2025,19,4.6,0.09,0.97,0.00177,True
fan,12/5/2025,20,1.29,0.31,1.26,0.00573,True
fan,12/5/2025,21,0.98,0.13,0.21,0.00539,True
fan,12/5/2025,22,0.86,0.39,1.97,0.00201,True
fan,12/5/2025,23,4.09,0.05,0.3,0.00673,True
fan,12/4/2025,0,3.18,0.3,1.4,0.00578,True
fan,12/4/2025,1,2.07,0.18,0.61,0.00464,True
fan,12/4/2025,2,4.13,0.47,1.1,0.00871,True
fan,12/4/2025,3,1.3,0.27,0.68,0.00171,True
fan,12/4/2025,4,2.91,0.28,0.2,0.00685,True
fan,12/4/2025,5,1.15,0.46,0.69,6e-05,True
fan,12/4/2025,6,2.32,0.14,1.74,0.00778,True
fan,12/4/2025,7,2.24,0.45,1.96,0.00152,True
fan,12/4/2025,8,1.94,0.06,0.77,0.0021,True
fan,12/4/2025,9,2.9,0.15,0.73,0.0029,True
fan,12/4/2025,10,4.6,0.16,1.86,0.00296,True
fan,12/4/2025,11,0.72,0.09,1.31,0.00178,True
fan,12/4/2025,12,4.51,0.05,0.87,0.00659,True
fan,12/4/2025,13,0.46,0.31,1.34,0.00808,True
fan,12/4/2025,14,0.67,0.46,1.99,0.00187,True
fan,12/4/2025,15,4.0,0.04,0.6,0.00849,True
fan,12/4/2025,16,2.96,0.32,0.03,0.00338,True
fan,12/4/2025,17,3.61,0.35,0.12,0.00669,True
fan,12/4/2025,18,2.6,0.09,1.11,0.00835,True
fan,12/4/2025,19,0.09,0.38,1.59,0.00958,True
fan,12/4/2025,20,2.17,0.25,0.74,0.00194,True
fan,12/4/2025,21,0.93,0.36,1.08,0.00483,True
fan,12/4/2025,22,1.74,0.19,1.3,0.00057,True
fan,12/4/2025,23,1.35,0.23,1.93,0.00866,True
fan,12/3/2025,0,2.23,0.44,0.02,0.00115,True
fan,12/3/2025,1,1.48,0.19,0.71,0.0037,True
fan,12/3/2025,2,4.81,0.04,0.49,0.00924,True
fan,12/3/2025,3,3.84,0.21,1.9,0.00333,True
fan,12/3/2025,4,1.45,0.16,1.28,0.00804,True
fan,12/3/2025,5,0.82,0.31,0.17,0.00564,True
fan,12/3/2025,6,0.17,0.14,0.94,0.00115,True
fan,12/3/2025,7,0.01,0.48,1.28,0.00049,True
fan,12/3/2025,8,2.83,0.12,0.39,0.00488,True
fan,12/3/2025,9,3.3,0.04,1.04,0.00811,True
fan,12/3/2025,10,3.25,0.34,0.34,0.00711,True
fan,12/3/2025,11,2.49,0.01,1.5,0.0083,True
fan,12/3/2025,12,1.39,0.02,1.35,0.00844,True
fan,12/3/2025,13,1.13,0.03,0.73,0.00855,True
fan,12/3/2025,14,2.26,0.18,1.01,0.00217,True
fan,12/3/2025,15,4.66,0.01,0.66,0.0055,True
fan,12/3/2025,16,0.58,0.48,0.49,0.00662,True
fan,12/3/2025,17,0.11,0.19,0.8,0.00106,True
fan,12/3/2025,18,2.89,0.29,0.13,0.00382,True
fan,12/3/2025,19,2.75,0.19,0.53,0.00928,True
fan,12/3/2025,20,3.66,0.08,1.19,0.00168,True
fan,12/3/2025,21,0.42,0.2,1.04,0.00943,True
fan,12/3/2025,22,3.71,0.18,1.16,0.00324,True
fan,12/3/2025,23,4.08,0.33,1.14,0.00546,True
fan,12/2/2025,0,1.55,0.42,0.94,0.00959,True
fan,12/2/2025,1,4.55,0.29,1.25,0.00131,True
fan,12/2/2025,2,2.65,0.17,0.67,0.00218,True
fan,12/2/2025,3,1.74,0.22,0.97,0.00431,True
fan,12/2/2025,4,4.52,0.49,0.49,0.00407,True
fan,12/2/2025,5,0.49,0.32,1.38,0.00315,True
fan,12/2/2025,6,2.87,0.03,1.77,0.0051,True
fan,12/2/2025,7,0.01,0.3,0.66,0.00072,True
fan,12/2/2025,8,0.19,0.11,0.77,0.0019,True
fan,12/2/2025,9,4.77,0.03,0.76,0.00457,True
fan,12/2/2025,10,2.23,0.46,1.82,0.00106,True
fan,12/2/2025,11,1.65,0.02,0.6,0.00719,True
fan,12/2/2025,12,3.3,0.39,1.18,0.00358,True
